Name,Rating,Review_Count,Industry,Description,Relative_Link
San Bernardino County,4.0,"1,080 reviews",Government & Public Administration,The County of San Bernardino is a regional government.,/cmp/SAN-Bernardino-County
loanDepot,3.0,"1,049 reviews",Financial Services,loanDepot helps customers achieve the American dream of homeownership through a broad suite of lending and real estate services that simplify one of life's most complex transactions.,/cmp/Loandepot
Tom Wood Group,3.4,126 reviews,Vehicle Dealers,Since 1967 the Tom Wood Group has expanded to include 17 automotive dealerships with 14 brands and more than a dozen additional businesses.,/cmp/Tom-Wood-Group
Army Corps of Engineers,4.1,"1,496 reviews",Government & Public Administration,N/A,/cmp/Army-Corps-of-Engineers
"CRAWFORD, MURPHY & TILLY",4.1,12 reviews,Architectural & Engineering Services,"Superior infrastructure solutions, responsive to clients’ needs & expectations.Fostering employee growth & development.","/cmp/Crawford,-Murphy-&-Tilly"
Mortgage Solutions Financial,3.8,414 reviews,Financial Services,"Mortgage Solutions Financial offers a range of mortgages to first time homebuyers, existing homeowners, veterans, investors, farmers, and so many more!",/cmp/Mortgage-Solutions-Financial
State Farm,3.6,"16,224 reviews",Insurance,State Farm® is the largest auto insurer in the U.S. since 1942.,/cmp/State-Farm-319b4913
Accurate Group,2.8,24 reviews,Financial Services,Accurate Group provides exceptional appraisal and title services to real estate finance providers nationwide.,/cmp/Accurate-Group-1
Hennepin County,3.7,383 reviews,Government & Public Administration,"Hennepin County is the largest of Minnesota’s 87 counties in budget, estimated market value, and population.",/cmp/Hennepin-County
Compeer Financial,4.1,45 reviews,Financial Services,N/A,/cmp/Compeer-Financial
Union Home Mortgage,4.1,351 reviews,Banking & Lending,- UHM is an Equal Opportunity Housing Lender. - Loans are available on a fair and equal basis. - UHM NMLS #2229 OH MB 802837.000-BR,/cmp/Union-Home-Mortgage
State of Illinois,3.7,774 reviews,Government & Public Administration,"The name ""Illinois"" comes from a Native American word meaning ""tribe of superior men.""",/cmp/State-of-Illinois
First Merchants Bank,3.1,226 reviews,Financial Services,We are a team of associates who support and expect superior results from our company and ourselves.,/cmp/First-Merchants-Bank
Mphasis,3.7,"2,980 reviews",Information Technology,"A leading applied technology services company, Mphasis, has over the last 26 years, sprinted exciting laps of transformation to stand tall on the edge of NEXT and positive disruption.",/cmp/Mphasis
County of Los Angeles,4.0,848 reviews,Government & Public Administration,"Employment with Health Services offers excellent opportunities for growth and development, benefits, competitive salaries, and work environments in various cities throughout Los Angeles County.",/cmp/County-of-Los-Angeles
"Douglas County, CO",2.9,9 reviews,Government & Public Administration,"Douglas County Government, Colorado","/cmp/Douglas-County,-Co"
New American Funding,3.3,499 reviews,Financial Services,"Our reputation as a leader means that customers know who we are, and want to work with our Loan Officers and real estate agent partners.",/cmp/New-American-Funding
WCCU Credit Union,4.0,10 reviews,Financial Services,N/A,/cmp/Wccu-Credit-Union-1
CURE Auto Insurance,3.5,31 reviews,Insurance,"CURE's rates are primarily based on how well you drive, not discriminatory factors like your education level and occupation.",/cmp/Cure-Auto-Insurance
tarrant appraisal district,3.7,10 reviews,Government & Public Administration,TAD is responsible for local property tax appraisal and exemption administration for seventy-three jurisdictions or taxing units in the county.,/cmp/Tarrant-Appraisal-District
Hoffman Auto Group,3.6,40 reviews,Vehicle Dealers,N/A,/cmp/Hoffman-Auto-Group
Velox Valuations,4.7,3 reviews,N/A,N/A,/cmp/Velox-Valuations
Benchmark Mortgage,3.9,56 reviews,Financial Services,"We pride ourselves on providing excellent customer service, very competitive rates and the most efficient loan processing.",/cmp/Benchmark-Mortgage
CIS Claim Services,4.0,4 reviews,N/A,N/A,/cmp/Cis-Claim-Services
CTBC Bank,3.6,81 reviews,Financial Services,N/A,/cmp/Ctbc-Bank
HomeStreet Bank,3.4,207 reviews,Financial Services,HomeStreet Bank is a financial services company offering banking products and services and loans in the Western United States and Hawaii.,/cmp/Homestreet-Bank
Wall Street Realty,5.0,4 reviews,N/A,N/A,/cmp/Wall-Street-Realty
Asbury Automotive Group,3.4,708 reviews,Vehicle Dealers,"Based in Duluth, Georgia, Asbury Automotive Group operates over 90 auto dealerships and 26 collision centers throughout the United States.",/cmp/Asbury-Automotive-Group
Victorian Finance,3.6,21 reviews,Financial Services,Victorian Finance will always be an evolving organization with an unwavering goal so that every member of the Victorian Family can be proud.,/cmp/Victorian-Finance
First American,3.8,"2,219 reviews",Insurance,"At First American, we put People First. Find your next career at firstam.com/careers",/cmp/First-American-4
IMT Insurance,4.7,14 reviews,Insurance,"We strive to hire the best candidates and place them in a culture that encourages their best efforts, growth and personal success.",/cmp/Imt-Insurance
Opteon,4.2,51 reviews,Real Estate,Opteon is a national provider of valuation and property advisory services.,/cmp/Opteon
Olmsted County,3.3,38 reviews,Government & Public Administration,N/A,/cmp/Olmsted-County
"BBG, Inc",2.8,10 reviews,Real Estate,N/A,"/cmp/Bbg,-Inc"
The City of Lynchburg,3.4,63 reviews,Government & Public Administration,"A great place to live, work and play!",/cmp/The-City-of-Lynchburg-2
"In'Tech Industries, Inc",2.8,16 reviews,Health Care Products Manufacturing,We enhance the quality of life by designing and manufacturing high-quality innovative products,"/cmp/In'tech-Industries,-Inc"
County of Santa Clara,4.0,283 reviews,Government & Public Administration,The County of Santa Clara is proud to serve the members of our community by providing services that increase the quality of life for those living here.,/cmp/County-of-Santa-Clara
AssuranceAmerica,3.3,44 reviews,Insurance,We provide the insurance our customers need at a price they can afford.,/cmp/Assuranceamerica
Allstate Insurance,3.6,"10,742 reviews",Insurance,"Allstate Corporation was founded in 1931, and is the second largest personal lines insurance company in the United States.",/cmp/Allstate-Insurance
Auto Inspector,N/A,N/A,N/A,N/A,/cmp/Auto-Inspector
CIS Group of Companies LLC,3.4,60 reviews,Food & Beverage Manufacturing,N/A,/cmp/Cis-Group-of-Companies-LLC
"Massey Services, Inc.",2.6,562 reviews,Private Households,"Based in Orlando, Florida, Massey Services is one of the nation’s largest and most respected service companies, with a history of providing quality service for more than three decades.","/cmp/Massey-Services,-Inc."
"Information Providers, Inc",3.0,108 reviews,Insurance,"""Our business is helping you look at your business.""","/cmp/Information-Providers,-Inc"
Premium Velocity Auto llc,1.9,29 reviews,Vehicle Repair & Maintenance,N/A,/cmp/Premium-Velocity-Auto-LLC
"Reliable Reports, Inc.",3.1,190 reviews,Insurance,N/A,"/cmp/Reliable-Reports,-Inc."
Venture Underwriting LLC,2.8,9 reviews,Insurance,N/A,/cmp/Venture-Underwriting-LLC
Marriott International,4.0,"25,998 reviews",Hotels & Travel Accommodation,"With more than 8,300 hotels and 30+ hotel brands worldwide, the career opportunities with Marriott are endless. Experience our story.",/cmp/Marriott-International
Arrow Exterminators,3.8,509 reviews,Personal Consumer Services,"Pest Control, Termite, Mosquito, & Fire Ant, protection, Wildlife & Exclusion, Insulation, Real Estate Documentation, New Construction Treat",/cmp/Arrow-Exterminators
Independent Field Connections,4.0,10 reviews,Management & Consulting,N/A,/cmp/Independent-Field-Connections
"VSC Fire & Security, Inc.",2.8,90 reviews,Construction,"For more than 60 years, we've partnered with thousands of customers as a trusted contractor for the inspection and installation of fire sprinkler, fire alarm, security, life safety and low voltage sys","/cmp/Vsc-Fire-&-Security,-Inc."
Heath Consultants Incorporated,2.8,471 reviews,"Energy, Mining & Utilities",Since 1933 Heath Consultants has led the industry in the safety of natural gas utilities infrastructure through the innovative and conscientious actions of our employees.,/cmp/Heath-Consultants-Incorporated
Mueller Reports,2.5,920 reviews,Real Estate,"At Mueller Reports, every position in the company is important. We are committed to teamwork, cooperation, and quality service.",/cmp/Mueller-Reports
Autobahn Inspection Services,5.0,15 reviews,Vehicle Dealers,Autobahn Inspection Services was established in 2015 in the state of Florida - USA.,/cmp/Autobahn-Inspection-Services
Best Choice Roofing,3.9,486 reviews,"Construction, Repair & Maintenance Services","Best Choice Roofing is an Owens Corning Roofing Platinum Preferred Contractor and national roofing company, with offices throughout the USA.",/cmp/Best-Choice-Roofing-66931a17
ISN Corporation,3.9,152 reviews,Information Technology,"At ISN Corporation, headquartered in Bethesda, Maryland, we deliver specialized professional services to over 100 Federal government agencies across the country.",/cmp/Isn-Corporation
Fido,N/A,N/A,Property Management,"Fido is a property manager's best friend. At Fido, we make property management simpler, more reliable, and stress-free, giving you the peace of mind to focus on what matters most.",/cmp/Fido-5820a00d
Parsons,3.9,"1,167 reviews",Aerospace & Defense,"We welcome self starters who solve problems & believe in integrity, safety, quality, innovation, sustainability, & diversity as core values!",/cmp/Parsons
RK&K,4.1,67 reviews,Architectural & Engineering Services,N/A,/cmp/Rk&K
Texas Health and Human Services Commission,3.3,"2,634 reviews",Government & Public Administration,N/A,/cmp/Texas-Health-and-Human-Services-Commission
MAC.BID,2.0,55 reviews,Auctions & Galleries,N/A,/cmp/Mac.bid
HMT TANK,3.1,54 reviews,"Construction, Repair & Maintenance Services",N/A,/cmp/Hmt-Tank
One Guard Inspections,3.7,26 reviews,Automotive Parts & Accessories Stores,Our commitment to innovation and excellence sets us apart in the world of inspections. We're not just another inspection company; we're a partner dedicated to exceeding your expectations.,/cmp/One-Guard-Inspections
TANKNOLOGY,3.4,64 reviews,"Energy, Mining & Utilities",N/A,/cmp/Tanknology
Verify Inc.,3.7,3 reviews,Aerospace & Defense,"For over 40 years Verify has been a trusted resource to over 400 companies in aerospace, defense and quality critical industries.",/cmp/Verify-Inc.-4
Stantec,3.6,"1,022 reviews","Construction, Repair & Maintenance Services","Stantec is a global leader in sustainable engineering, architecture, and environmental consulting. We are a community of more than 31,000 employees working in over 450 locations across 6 continents.",/cmp/Stantec
Camin Cargo Control,3.3,123 reviews,Energy & Utilities,"Delivers mission critical services at terminals and refineries across the oil, gas and petrochemical (“OG&P”) value chain, including both load and discharge operations",/cmp/Camin-Cargo-Control
AECOM,3.7,"5,516 reviews",Architectural & Engineering Services,We are the trusted global infrastructure leader.,/cmp/AECOM
Yoshi Inc,3.1,20 reviews,N/A,"WHAT DOES YOSHI DO? Yoshi delivers fuel and car services directly to you! We anticipate your needs, provide services on your schedule, and deliver everything right to your vehicle.",/cmp/Yoshi-Inc-2
Freedom Forever,3.3,386 reviews,"Energy, Mining & Utilities",We continue to grow at a very rapid pace as witnessed by Freedom Forever placing on the Inc. 500 list for the 6th year in a row!,/cmp/Freedom-Forever
NWM Risk Management,4.5,14 reviews,Construction,We represent our clients to mitigate risk.,/cmp/Nwm-Risk-Management-1
HNTB Corporation,3.7,251 reviews,"Construction, Repair & Maintenance Services",HNTB is an employee-owned infrastructure solutions firm serving public and private owners and contractors.,/cmp/Hntb-Corporation
Tremco CPG Inc.,3.3,163 reviews,"Construction, Repair & Maintenance Services",N/A,/cmp/Tremco-Cpg-Inc.
Mountain,3.6,67 reviews,Telecommunications,"MOUNTAIN, LTD. are telecom experts providing planning, engineering, design, right-of-way, CAD, and a variety of other services required by clients across North America.",/cmp/Mountain
Grid One Solutions,3.0,214 reviews,Energy & Utilities,N/A,/cmp/Grid-One-Solutions
Remedi8 Holdings Corp,3.5,105 reviews,Construction,N/A,/cmp/Remedi8-Holdings-Corp
Jiffy Lube,3.1,"4,887 reviews",Vehicle Repair & Maintenance,Jiffy Lube prides itself on being a leader in the quick lube industry.,/cmp/Jiffy-Lube
"ACRT, Inc.",2.8,316 reviews,"Energy, Mining & Utilities","At ACRT, we're the only independent national vegetation management consulting firm—giving us the freedom to put our clients first.","/cmp/Acrt,-Inc."
Pratt & Whitney,3.9,"1,557 reviews",Aerospace & Defense,"Pratt & Whitney, an RTX business, is a global leader in propulsion systems, powering the most advanced aircraft in the world, and we are shaping the future of aviation.",/cmp/Pratt-&-Whitney
"ATIS Elevator Inspections, LLC",4.8,4 reviews,Transportation Management,"ATIS, Liberty Elevator Experts, and KJA Consultants have formed the largest vertical transportation inspection and consulting company across the United States and Canada.","/cmp/Atis-Elevator-Inspections,-LLC"
Centimark Corporation,3.3,346 reviews,"Construction, Repair & Maintenance Services","CentiMark Corporation, headquartered in Canonsburg, PA, is the nation's largest commercial roofing contractor with over 95 offices and 3,500 employees across North America.",/cmp/Centimark-Corporation
Eurofins,2.8,"2,827 reviews",Pharmaceutical & Biotechnology,Eurofins Scientific is a group of international life sciences companies which provide a unique range of analytical testing services to clients across multiple industries.,/cmp/Eurofins
Universal Engineering Sciences,3.2,147 reviews,"Construction, Repair & Maintenance Services","Leading provider of essential engineering services throughout the United States, including Geotechnical Engineering, Construction Materials Testing & Inspection, and Building Code Compliance.",/cmp/Universal-Engineering-Sciences
"Johnson, Mirmiran & Thompson",3.2,46 reviews,N/A,N/A,"/cmp/Johnson,-Mirmiran-&-Thompson"
Atlas Technical Consultants,3.4,45 reviews,Construction,"We strive to be the most sought-after infrastructure and environmental solutions company, known for our unique, values-driven approach and brought to life by the industry’s most exceptional people.",/cmp/Atlas-Technical-Consultants-2
Alpha Corporation,3.8,12 reviews,"Construction, Repair & Maintenance Services","Alpha Corporation is a woman-owned multidisciplinary construction consulting firm providing engineering, program and construction management, project controls, and technology services.",/cmp/Alpha-Corporation
Kleinfelder,3.3,185 reviews,Architectural & Engineering Services,"We are engineers, scientists, and construction professionals providing solutions that improve our clients’ transportation, water, energy, and other private infrastructure.",/cmp/Kleinfelder
Terminix,2.8,"3,104 reviews",Personal Consumer Services,Terminix is a leading provider of residential and commercial pest control. Our certified specialists use innovative technologies to protect millions of homes and businesses.,/cmp/Terminix
State of Idaho,3.6,217 reviews,Government & Public Administration,N/A,/cmp/State-of-Idaho
Embraer,4.4,"1,165 reviews",Aerospace & Defense,"We never rest on our laurels. Embraer is the fruit of perseverance and determination, and is the combination of the most advanced technologies and the diverse passions of its people.",/cmp/Embraer
